Brand,Processor,RAM (GB),Storage,Operating System,Price ($)
Asus,Intel i7,64,1TB HDD,Linux,2209.73
Lenovo,Intel i3,32,2TB SSD,macOS,2313.71
MSI,AMD Ryzen 9,4,1TB HDD,FreeDOS,2993.87
Acer,AMD Ryzen 5,32,2TB SSD,Windows,2748.46
Microsoft,AMD Ryzen 3,32,256GB SSD,Windows,1451.51
Asus,AMD Ryzen 5,32,1TB HDD,Windows,2329.96
Asus,Intel i9,16,1TB SSD,FreeDOS,1682.54
HP,AMD Ryzen 7,32,256GB SSD,FreeDOS,1615.51
HP,AMD Ryzen 7,8,1TB HDD,FreeDOS,1010.7
HP,AMD Ryzen 7,64,512GB SSD,FreeDOS,3759.4
Acer,AMD Ryzen 3,16,256GB SSD,Windows,996.33
Microsoft,AMD Ryzen 3,16,2TB SSD,macOS,746.3
HP,AMD Ryzen 5,32,512GB SSD,Linux,2967.7
Lenovo,Intel i9,8,1TB HDD,Windows,2416.06
MSI,AMD Ryzen 5,32,1TB HDD,Linux,3201.59
Lenovo,AMD Ryzen 3,8,256GB SSD,Windows,1006.91
Microsoft,Intel i5,16,512GB SSD,Linux,1411.01
Dell,AMD Ryzen 9,32,2TB SSD,Linux,2517.87
Samsung,Intel i7,16,1TB HDD,macOS,2103.44
Samsung,Intel i7,32,512GB SSD,Linux,2135.9
Samsung,AMD Ryzen 9,32,1TB SSD,macOS,4712.46
Apple,Intel i9,4,1TB HDD,FreeDOS,1548.91
HP,AMD Ryzen 5,64,256GB SSD,Linux,2180.78
Acer,AMD Ryzen 3,32,2TB SSD,Linux,1002.29
Samsung,Intel i3,16,256GB SSD,Windows,1874.35
Apple,AMD Ryzen 5,8,1TB SSD,macOS,1502.82
Asus,Intel i9,16,1TB HDD,FreeDOS,2817.79
Dell,AMD Ryzen 7,4,512GB SSD,Windows,2192.36
Apple,Intel i7,16,1TB SSD,Windows,2729.21
Apple,AMD Ryzen 7,32,2TB SSD,macOS,3821.1
Razer,AMD Ryzen 9,64,1TB SSD,macOS,6109.9
Acer,Intel i5,8,1TB HDD,FreeDOS,1002.62
Apple,Intel i7,64,256GB SSD,Windows,4378.76
MSI,Intel i3,16,512GB SSD,Windows,1847.65
MSI,AMD Ryzen 7,32,1TB SSD,macOS,2612.84
Razer,Intel i3,16,1TB SSD,Windows,2659.07
Samsung,Intel i9,64,1TB SSD,Linux,4844.14
Acer,Intel i3,32,256GB SSD,FreeDOS,1703.68
Razer,Intel i7,4,256GB SSD,Linux,1034.68
Asus,Intel i5,32,2TB SSD,Windows,2217.66
Acer,Intel i7,4,256GB SSD,Windows,844.56
Dell,AMD Ryzen 3,8,256GB SSD,FreeDOS,1303.15
Apple,Intel i5,8,1TB SSD,Windows,1002.26
HP,Intel i5,32,512GB SSD,macOS,1620.06
Dell,AMD Ryzen 7,64,1TB SSD,Linux,5494.15
Microsoft,AMD Ryzen 3,16,2TB SSD,FreeDOS,838.34
Asus,AMD Ryzen 3,64,1TB HDD,macOS,1489.26
Apple,Intel i3,8,512GB SSD,Linux,2201.19
Microsoft,Intel i5,4,1TB SSD,Windows,1115.38
HP,AMD Ryzen 5,64,256GB SSD,Linux,2451.7
Asus,Intel i3,32,512GB SSD,Linux,959
Lenovo,Intel i5,8,512GB SSD,FreeDOS,1174.04
Asus,AMD Ryzen 3,64,512GB SSD,Windows,2825.56
Asus,Intel i5,64,1TB SSD,Linux,2209.96
Asus,Intel i9,8,512GB SSD,Linux,2826.55
Acer,Intel i5,32,256GB SSD,FreeDOS,1252.63
Dell,Intel i5,4,1TB SSD,macOS,720.86
Asus,AMD Ryzen 3,4,1TB SSD,Windows,858.71
Razer,AMD Ryzen 7,16,256GB SSD,Windows,1627.2
Acer,AMD Ryzen 7,16,512GB SSD,Linux,1579.74
Apple,Intel i7,8,256GB SSD,Linux,2392.6
Dell,Intel i5,64,1TB SSD,macOS,2040.83
HP,AMD Ryzen 5,16,1TB HDD,Windows,1266.49
MSI,Intel i9,4,512GB SSD,Linux,3065.35
Apple,Intel i9,64,2TB SSD,Windows,7258.61
Dell,Intel i7,32,2TB SSD,FreeDOS,1683.59
Asus,Intel i3,32,1TB HDD,FreeDOS,1147
Asus,AMD Ryzen 3,16,1TB HDD,FreeDOS,861.44
HP,AMD Ryzen 3,4,1TB SSD,Linux,974.66
Acer,AMD Ryzen 5,16,2TB SSD,FreeDOS,1139.12
Dell,AMD Ryzen 5,16,2TB SSD,Linux,1000.62
Asus,AMD Ryzen 7,64,1TB HDD,macOS,2206.24
Acer,AMD Ryzen 7,8,2TB SSD,FreeDOS,1254.76
Acer,Intel i7,32,1TB HDD,Linux,3153.34
MSI,Intel i5,64,2TB SSD,Windows,5483.9
Dell,AMD Ryzen 3,32,1TB SSD,Linux,2358.01
MSI,AMD Ryzen 3,64,2TB SSD,Linux,2241.79
MSI,Intel i3,32,256GB SSD,Windows,1198.15
MSI,AMD Ryzen 5,4,512GB SSD,Linux,2111.8
Samsung,Intel i5,32,512GB SSD,Windows,1474.4
Razer,AMD Ryzen 7,16,1TB HDD,Windows,1727.33
Dell,AMD Ryzen 9,64,512GB SSD,macOS,3267.05
Asus,AMD Ryzen 9,8,256GB SSD,macOS,1534.95
Samsung,AMD Ryzen 7,4,256GB SSD,macOS,1477.7
Acer,Intel i5,8,512GB SSD,FreeDOS,1146.57
Lenovo,Intel i3,16,512GB SSD,Linux,1030.28
HP,Intel i3,64,512GB SSD,Linux,2551.07
MSI,AMD Ryzen 7,4,1TB HDD,FreeDOS,1096.03
Samsung,Intel i7,8,256GB SSD,Linux,1190.51
Razer,Intel i3,8,1TB HDD,Linux,988.99
Acer,Intel i3,64,1TB HDD,Windows,2393.94
Dell,Intel i7,4,512GB SSD,Linux,1562.7
Acer,AMD Ryzen 7,4,1TB HDD,Linux,1576.07
Microsoft,AMD Ryzen 7,64,2TB SSD,FreeDOS,3095.68
HP,AMD Ryzen 7,64,512GB SSD,Linux,4038.12
Apple,Intel i9,16,512GB SSD,Windows,1782.93
Dell,AMD Ryzen 9,32,1TB SSD,macOS,2964.44
MSI,AMD Ryzen 3,32,1TB HDD,Linux,2030.61
Razer,Intel i7,32,512GB SSD,Linux,2022.81
Microsoft,AMD Ryzen 3,32,512GB SSD,Windows,1608.7
Acer,Intel i5,8,1TB HDD,Linux,499.21
Razer,AMD Ryzen 7,8,512GB SSD,macOS,1614.16
Razer,Intel i7,32,2TB SSD,macOS,1507.2
Apple,Intel i5,16,1TB SSD,macOS,3294.1
Razer,Intel i5,16,1TB HDD,FreeDOS,1278.27
Acer,AMD Ryzen 7,64,256GB SSD,Windows,2589.58
Dell,Intel i7,64,512GB SSD,FreeDOS,2813.74
MSI,AMD Ryzen 9,64,1TB SSD,Windows,9375.78
Dell,Intel i5,16,2TB SSD,macOS,1023.19
Acer,AMD Ryzen 3,4,2TB SSD,Linux,568.36
Razer,AMD Ryzen 3,32,256GB SSD,Windows,1938.41
Acer,Intel i7,8,2TB SSD,Linux,2204.23
Apple,AMD Ryzen 7,64,256GB SSD,macOS,5622.18
Samsung,Intel i5,64,256GB SSD,Windows,2541.18
Acer,AMD Ryzen 9,64,1TB HDD,Linux,3159.52
Apple,AMD Ryzen 3,64,256GB SSD,Linux,3087.21
Lenovo,AMD Ryzen 9,4,256GB SSD,Windows,2512.65
HP,Intel i9,64,512GB SSD,FreeDOS,5311.46
Samsung,AMD Ryzen 5,32,1TB SSD,Linux,2332.12
Apple,Intel i3,64,256GB SSD,Windows,3671.29
Lenovo,AMD Ryzen 9,32,1TB SSD,macOS,3106.79
Lenovo,AMD Ryzen 7,16,1TB HDD,Windows,1447.04
HP,AMD Ryzen 5,64,1TB SSD,Linux,2367.54
HP,AMD Ryzen 7,4,2TB SSD,Windows,1660.27
HP,AMD Ryzen 9,8,512GB SSD,FreeDOS,1559.46
HP,Intel i9,16,1TB SSD,Windows,2438.15
Acer,AMD Ryzen 9,32,1TB HDD,Windows,2108.79
Razer,AMD Ryzen 5,64,256GB SSD,FreeDOS,5468.82
Samsung,Intel i9,8,2TB SSD,macOS,1412.92
Razer,AMD Ryzen 9,8,256GB SSD,macOS,4238.64
Apple,Intel i3,32,512GB SSD,macOS,2045.64
Apple,AMD Ryzen 3,4,256GB SSD,FreeDOS,708.71
Acer,AMD Ryzen 9,8,2TB SSD,Linux,1683.58
Apple,AMD Ryzen 5,4,2TB SSD,macOS,748.54
Dell,AMD Ryzen 5,8,1TB SSD,Windows,1585.43
Acer,AMD Ryzen 3,64,1TB SSD,macOS,2845.93
Asus,Intel i3,64,2TB SSD,macOS,3697.48
Razer,AMD Ryzen 3,4,1TB SSD,FreeDOS,948.68
Samsung,Intel i5,16,2TB SSD,Linux,1109.98
Microsoft,Intel i5,64,512GB SSD,Windows,4353.45
MSI,Intel i3,16,1TB HDD,FreeDOS,1947.96
Samsung,AMD Ryzen 3,16,2TB SSD,Linux,686.12
HP,Intel i9,16,2TB SSD,FreeDOS,3750.14
Microsoft,AMD Ryzen 3,8,1TB HDD,Linux,604.06
Dell,AMD Ryzen 5,4,1TB SSD,macOS,1670.4
Acer,Intel i5,64,2TB SSD,FreeDOS,2148.49
Razer,AMD Ryzen 3,4,2TB SSD,Linux,1498.32
Acer,AMD Ryzen 7,64,2TB SSD,Linux,5495.83
Lenovo,AMD Ryzen 7,16,512GB SSD,Windows,1910.97
Lenovo,AMD Ryzen 3,64,2TB SSD,FreeDOS,1608.56
Apple,AMD Ryzen 9,64,512GB SSD,macOS,4768.51
Asus,AMD Ryzen 7,4,256GB SSD,Windows,1897.61
Lenovo,Intel i9,8,2TB SSD,macOS,1845.35
Razer,AMD Ryzen 3,16,256GB SSD,Windows,1916.35
Asus,Intel i3,16,256GB SSD,macOS,890.65
Microsoft,AMD Ryzen 9,4,256GB SSD,FreeDOS,2618.84
HP,Intel i9,4,1TB HDD,Linux,1202.81
Asus,Intel i5,8,1TB SSD,Linux,1072.7
Asus,Intel i7,16,256GB SSD,FreeDOS,1229.42
HP,Intel i3,4,2TB SSD,macOS,626.35
Dell,AMD Ryzen 3,16,1TB HDD,Windows,1276.79
Lenovo,Intel i7,16,1TB SSD,FreeDOS,1348.09
Samsung,AMD Ryzen 3,4,512GB SSD,Windows,1040.13
Dell,Intel i7,64,2TB SSD,macOS,4810.7
Dell,Intel i5,64,512GB SSD,Windows,1904.09
HP,AMD Ryzen 9,4,1TB HDD,FreeDOS,1450.75
MSI,AMD Ryzen 5,16,2TB SSD,macOS,2915.5
Acer,AMD Ryzen 5,32,1TB HDD,FreeDOS,1342.64
Dell,AMD Ryzen 3,8,512GB SSD,Linux,1292.21
Acer,Intel i7,8,256GB SSD,FreeDOS,1188.89
HP,Intel i5,64,1TB HDD,Linux,1811.96
HP,Intel i7,32,512GB SSD,FreeDOS,3561.37
MSI,AMD Ryzen 3,4,1TB HDD,Linux,596.63
Apple,AMD Ryzen 9,64,512GB SSD,FreeDOS,5899.8
Lenovo,Intel i7,64,1TB HDD,Windows,4212.63
Asus,AMD Ryzen 5,4,1TB SSD,Linux,1285.14
Apple,Intel i9,16,256GB SSD,macOS,3235.77
Apple,Intel i7,32,1TB HDD,Linux,4627.5
Apple,AMD Ryzen 5,8,2TB SSD,FreeDOS,1410.98
Samsung,AMD Ryzen 7,64,512GB SSD,Linux,4173.11
Razer,AMD Ryzen 7,64,1TB HDD,Linux,3734
Samsung,AMD Ryzen 9,4,2TB SSD,Linux,2850.42
Dell,Intel i5,64,2TB SSD,Linux,3183.64
HP,AMD Ryzen 9,32,256GB SSD,Windows,3254.76
Microsoft,AMD Ryzen 9,64,1TB HDD,Linux,4461.8
Acer,AMD Ryzen 9,4,1TB SSD,macOS,1279.32
Asus,Intel i5,16,256GB SSD,macOS,1356.25
HP,AMD Ryzen 7,8,1TB HDD,Linux,922.46
Microsoft,Intel i9,4,2TB SSD,macOS,1262.98
Dell,AMD Ryzen 3,16,1TB SSD,Linux,1837.18
Dell,AMD Ryzen 5,64,2TB SSD,Linux,2708.59
Dell,Intel i5,4,512GB SSD,Linux,993.34
Asus,AMD Ryzen 9,64,1TB HDD,Windows,5558.62
Samsung,Intel i7,4,2TB SSD,Windows,826.04
Asus,Intel i9,4,1TB SSD,Windows,2367.71
Asus,AMD Ryzen 7,8,512GB SSD,Windows,975.16
Asus,AMD Ryzen 5,16,256GB SSD,FreeDOS,1394.47
MSI,AMD Ryzen 7,4,2TB SSD,Windows,1583.9
Samsung,Intel i9,32,256GB SSD,FreeDOS,1886.67
Apple,Intel i7,64,512GB SSD,FreeDOS,4140.93
Acer,AMD Ryzen 3,8,2TB SSD,macOS,1341.01
Asus,Intel i7,64,2TB SSD,Linux,5443.31
HP,AMD Ryzen 9,16,256GB SSD,FreeDOS,3291.34
HP,AMD Ryzen 7,64,1TB SSD,Linux,5515.13
MSI,AMD Ryzen 5,4,1TB SSD,FreeDOS,1107.81
Razer,Intel i9,32,2TB SSD,macOS,3108.79
HP,Intel i9,32,256GB SSD,FreeDOS,3712.88
Lenovo,AMD Ryzen 7,64,1TB HDD,FreeDOS,4477.36
Dell,Intel i9,32,1TB SSD,macOS,2519.03
Asus,AMD Ryzen 9,64,1TB HDD,Windows,2635.36
HP,AMD Ryzen 3,4,1TB SSD,FreeDOS,1157.45
Acer,Intel i5,8,512GB SSD,Windows,960
HP,Intel i9,32,256GB SSD,FreeDOS,2509.25
Samsung,AMD Ryzen 7,8,256GB SSD,FreeDOS,1050.51
Samsung,AMD Ryzen 5,64,256GB SSD,Linux,2356.72
Samsung,Intel i9,8,1TB SSD,Linux,1604.99
Apple,AMD Ryzen 9,8,1TB SSD,Windows,1647.65
Asus,AMD Ryzen 9,16,1TB SSD,Linux,1337.88
Asus,Intel i9,64,512GB SSD,FreeDOS,7162.68
Acer,Intel i3,4,1TB SSD,macOS,936.34
Dell,Intel i9,64,1TB SSD,Linux,5365.03
Razer,AMD Ryzen 9,64,1TB SSD,FreeDOS,6611.99
Samsung,AMD Ryzen 5,64,256GB SSD,FreeDOS,4247.05
Apple,AMD Ryzen 3,4,1TB SSD,Windows,1497.44
Dell,AMD Ryzen 7,8,1TB HDD,FreeDOS,1284.09
MSI,AMD Ryzen 9,32,1TB HDD,Linux,2418.56
Dell,AMD Ryzen 9,32,1TB HDD,Linux,4137.99
Microsoft,Intel i3,8,1TB SSD,macOS,819.92
MSI,Intel i9,4,2TB SSD,Windows,2507.41
Asus,Intel i5,64,1TB HDD,Linux,1120.36
Acer,Intel i7,32,1TB HDD,FreeDOS,1365.14
Asus,Intel i5,16,2TB SSD,macOS,1359.27
Razer,AMD Ryzen 9,64,2TB SSD,Linux,6792.42
Samsung,Intel i9,64,1TB SSD,Windows,6606.93
Acer,AMD Ryzen 5,16,2TB SSD,Linux,1646.62
Asus,Intel i7,32,256GB SSD,Windows,2871.85
HP,Intel i5,64,1TB HDD,FreeDOS,2557.55
Lenovo,AMD Ryzen 5,64,1TB HDD,Linux,2319.5
Samsung,AMD Ryzen 9,8,512GB SSD,Windows,1023.67
Acer,AMD Ryzen 5,4,1TB HDD,FreeDOS,765.14
Microsoft,Intel i9,64,512GB SSD,FreeDOS,5327.93
Asus,AMD Ryzen 5,32,1TB HDD,Linux,1263.18
Apple,Intel i9,32,2TB SSD,Linux,4874.05
Microsoft,AMD Ryzen 7,4,1TB HDD,Windows,978.81
HP,Intel i9,4,2TB SSD,Linux,2549.73
Acer,Intel i7,4,1TB SSD,macOS,1093.54
Acer,Intel i9,64,512GB SSD,FreeDOS,4243.81
HP,Intel i3,32,1TB HDD,Linux,1940.4
Microsoft,AMD Ryzen 5,32,1TB SSD,Windows,2686.39
HP,Intel i3,4,1TB SSD,Windows,1467.24
Asus,Intel i7,16,2TB SSD,Windows,1589.62
MSI,Intel i5,8,1TB SSD,Linux,2236.81
HP,Intel i3,64,1TB HDD,macOS,2966.96
Samsung,Intel i5,8,256GB SSD,FreeDOS,986.99
Dell,Intel i9,64,2TB SSD,Windows,7266.53
Lenovo,AMD Ryzen 9,32,1TB HDD,Linux,1972.88
Apple,AMD Ryzen 9,32,512GB SSD,FreeDOS,3637.12
Apple,AMD Ryzen 9,64,1TB SSD,FreeDOS,9753
Apple,Intel i9,32,1TB HDD,Windows,6013.88
Razer,Intel i9,8,512GB SSD,Windows,3079.23
Samsung,AMD Ryzen 5,64,2TB SSD,macOS,1846.55
Lenovo,Intel i3,4,1TB HDD,FreeDOS,1085.74
Acer,Intel i3,64,1TB SSD,FreeDOS,2340.09
Samsung,Intel i7,16,1TB HDD,Windows,1772.1
Apple,Intel i7,64,512GB SSD,FreeDOS,8169.16
Lenovo,Intel i3,32,512GB SSD,macOS,2365.83
Lenovo,Intel i7,32,512GB SSD,Windows,2580.63
HP,AMD Ryzen 9,64,1TB HDD,macOS,2489.15
Acer,AMD Ryzen 5,8,1TB HDD,macOS,1520.32
Dell,Intel i7,32,256GB SSD,macOS,2732.66
Samsung,AMD Ryzen 7,32,1TB HDD,Windows,2416.2
Lenovo,Intel i7,4,2TB SSD,FreeDOS,1274.7
MSI,Intel i3,64,1TB SSD,FreeDOS,4582.91
Asus,AMD Ryzen 3,16,512GB SSD,Windows,885.17
Dell,AMD Ryzen 7,16,512GB SSD,macOS,1816.66
Samsung,Intel i3,8,2TB SSD,macOS,1372.49
HP,AMD Ryzen 7,32,2TB SSD,FreeDOS,1976.94
Dell,AMD Ryzen 9,4,256GB SSD,macOS,2006.56
Lenovo,Intel i9,16,1TB SSD,macOS,1965.02
Asus,Intel i9,8,1TB HDD,FreeDOS,1143.21
Razer,AMD Ryzen 7,32,256GB SSD,macOS,5050.81
Razer,AMD Ryzen 7,4,256GB SSD,Windows,1603.16
MSI,Intel i9,32,1TB SSD,FreeDOS,4698.46
Apple,Intel i9,64,512GB SSD,macOS,7418.86
Apple,Intel i3,32,256GB SSD,Linux,2142.64
Dell,Intel i3,4,512GB SSD,Linux,959.55
Lenovo,AMD Ryzen 9,8,1TB SSD,macOS,901.67
Razer,Intel i7,16,1TB HDD,Windows,1935.66
Apple,AMD Ryzen 9,4,1TB HDD,Linux,1723.12
Lenovo,AMD Ryzen 3,16,256GB SSD,Windows,1384.24
Microsoft,Intel i3,4,1TB SSD,Windows,1030.45
Dell,Intel i7,8,256GB SSD,macOS,1422.12
HP,AMD Ryzen 9,64,1TB HDD,FreeDOS,1929.28
Samsung,Intel i9,8,512GB SSD,FreeDOS,1164.39
Acer,Intel i7,64,512GB SSD,Windows,3223.53
Apple,AMD Ryzen 9,16,512GB SSD,Windows,2373.61
Lenovo,AMD Ryzen 3,16,1TB SSD,Linux,1242.71
Microsoft,Intel i7,32,2TB SSD,FreeDOS,2791.86
Asus,Intel i5,4,2TB SSD,Windows,753.63
MSI,AMD Ryzen 3,32,1TB HDD,Windows,2597.67
Apple,AMD Ryzen 7,8,512GB SSD,macOS,1939.06
Acer,Intel i7,64,512GB SSD,macOS,4837.02
Lenovo,AMD Ryzen 5,8,1TB HDD,Windows,732.39
Apple,AMD Ryzen 3,16,2TB SSD,macOS,874.2
Razer,AMD Ryzen 9,32,512GB SSD,Windows,3602.29
Acer,Intel i9,16,2TB SSD,Windows,2706.34
Apple,Intel i3,8,512GB SSD,FreeDOS,2208.05
HP,AMD Ryzen 3,4,256GB SSD,Linux,740.89
Microsoft,AMD Ryzen 7,16,1TB SSD,Windows,945.55
HP,Intel i3,8,1TB HDD,macOS,428.46
HP,Intel i7,4,256GB SSD,Linux,1034.14
Dell,Intel i9,8,2TB SSD,Windows,2212.77
Lenovo,Intel i9,16,512GB SSD,macOS,2136.86
Dell,AMD Ryzen 9,4,2TB SSD,macOS,2103.64
Apple,AMD Ryzen 5,32,1TB HDD,Windows,2228.12
Acer,AMD Ryzen 9,8,2TB SSD,Windows,1380.83
Dell,AMD Ryzen 3,64,512GB SSD,macOS,2182.5
Dell,AMD Ryzen 7,4,1TB HDD,FreeDOS,704.96
HP,Intel i5,16,1TB HDD,Windows,1139.93
HP,AMD Ryzen 7,32,1TB SSD,FreeDOS,3552.95
Microsoft,AMD Ryzen 5,32,512GB SSD,Linux,1949.77
Acer,AMD Ryzen 5,32,1TB HDD,FreeDOS,2335.66
Lenovo,AMD Ryzen 7,32,512GB SSD,FreeDOS,2279.95
Razer,AMD Ryzen 9,16,1TB SSD,macOS,1644.99
MSI,Intel i7,4,256GB SSD,Windows,1806.44
Asus,Intel i7,16,1TB SSD,Linux,2516.62
Asus,AMD Ryzen 5,4,1TB HDD,macOS,1074.3
Apple,Intel i7,64,1TB SSD,Linux,4010.62
Microsoft,AMD Ryzen 7,8,512GB SSD,Linux,1261.26
Lenovo,Intel i3,64,1TB SSD,Windows,1723.16
Apple,Intel i3,4,2TB SSD,macOS,1975.1
Dell,Intel i3,64,256GB SSD,Windows,2323.21
Dell,Intel i3,4,1TB SSD,FreeDOS,1361.36
MSI,Intel i3,16,2TB SSD,Windows,913.02
Lenovo,AMD Ryzen 7,32,256GB SSD,Linux,2801.4
Asus,AMD Ryzen 9,8,1TB HDD,macOS,1691.75
Apple,Intel i7,4,1TB HDD,FreeDOS,1317.63
Lenovo,Intel i9,32,256GB SSD,Windows,3392.33
Samsung,Intel i7,8,512GB SSD,Windows,1070.65
Razer,AMD Ryzen 5,4,512GB SSD,macOS,1165.21
MSI,AMD Ryzen 7,8,2TB SSD,Linux,1380.03
Dell,Intel i9,8,1TB HDD,FreeDOS,1087.18
Samsung,Intel i5,8,1TB HDD,Windows,1271.58
Acer,AMD Ryzen 3,4,1TB SSD,Linux,698.73
Dell,AMD Ryzen 3,4,256GB SSD,Windows,572.71
MSI,AMD Ryzen 3,4,512GB SSD,FreeDOS,964.44
Samsung,Intel i3,64,1TB SSD,macOS,1763.31
Acer,Intel i3,64,2TB SSD,Linux,2716.08
Apple,Intel i3,16,2TB SSD,Linux,2796.29
Razer,Intel i3,64,256GB SSD,macOS,2005.76
Asus,Intel i7,4,1TB HDD,Linux,1026.74
Lenovo,AMD Ryzen 9,16,1TB SSD,FreeDOS,1769.51
Apple,Intel i7,64,1TB HDD,Windows,4128.91
Acer,Intel i5,4,512GB SSD,Windows,1538.37
HP,AMD Ryzen 9,32,2TB SSD,macOS,2528.7
Dell,AMD Ryzen 7,64,256GB SSD,macOS,3387.56
HP,Intel i7,8,2TB SSD,FreeDOS,1447.91
Samsung,Intel i9,4,1TB SSD,Linux,2629.94
Dell,Intel i9,16,2TB SSD,macOS,2171.76
Asus,AMD Ryzen 9,4,512GB SSD,Windows,766.94
Microsoft,Intel i3,8,512GB SSD,Linux,941.69
Microsoft,AMD Ryzen 3,64,2TB SSD,macOS,2675.6
Dell,AMD Ryzen 9,4,1TB HDD,Windows,1713.59
MSI,Intel i5,8,1TB HDD,FreeDOS,1083.96
Samsung,Intel i9,4,1TB SSD,Linux,1712.73
Razer,Intel i9,16,256GB SSD,macOS,3193.64
Lenovo,Intel i3,64,2TB SSD,macOS,1885
Microsoft,AMD Ryzen 5,64,256GB SSD,Linux,2618.48
Razer,AMD Ryzen 9,32,2TB SSD,Windows,5087.68
MSI,Intel i5,32,512GB SSD,Windows,2019.13
Asus,AMD Ryzen 7,8,1TB HDD,macOS,1763.61
Razer,AMD Ryzen 3,32,1TB SSD,Linux,2583.98
Microsoft,AMD Ryzen 9,8,2TB SSD,FreeDOS,1588.34
Dell,AMD Ryzen 5,16,512GB SSD,macOS,974.33
Samsung,Intel i5,4,512GB SSD,Linux,1206.11
Asus,AMD Ryzen 7,16,1TB HDD,Linux,2198.86
Apple,Intel i3,4,256GB SSD,Windows,1989.26
MSI,AMD Ryzen 7,32,256GB SSD,Windows,4285.92
Samsung,AMD Ryzen 3,8,1TB HDD,Windows,1209.51
Acer,AMD Ryzen 5,32,256GB SSD,macOS,1631.75
MSI,Intel i5,64,2TB SSD,Windows,2230.79
Acer,Intel i9,32,1TB HDD,FreeDOS,1850.28
Apple,AMD Ryzen 3,4,1TB HDD,FreeDOS,1140.26
Lenovo,AMD Ryzen 3,16,2TB SSD,Windows,928.24
Dell,Intel i3,8,512GB SSD,FreeDOS,988.08
MSI,AMD Ryzen 9,4,256GB SSD,Linux,1640.72
Microsoft,AMD Ryzen 7,4,2TB SSD,macOS,1234.06
Dell,Intel i3,64,1TB HDD,Linux,1406.13
Razer,AMD Ryzen 5,32,256GB SSD,Linux,2177.02
Razer,Intel i7,4,2TB SSD,Windows,1589.61
Acer,Intel i9,4,512GB SSD,Windows,1481.33
Apple,Intel i7,32,256GB SSD,Windows,4098.67
Dell,AMD Ryzen 7,32,1TB HDD,macOS,1437.25
MSI,Intel i3,16,256GB SSD,Windows,1581.8
Acer,AMD Ryzen 7,64,512GB SSD,Linux,2975.07
Razer,AMD Ryzen 9,8,1TB SSD,Linux,3839.07
MSI,AMD Ryzen 7,16,1TB HDD,Linux,2126.64
Acer,Intel i5,64,1TB HDD,Linux,2123.22
Dell,AMD Ryzen 5,64,512GB SSD,Linux,2255.41
Razer,Intel i9,16,1TB HDD,Linux,1394.08
Apple,Intel i3,8,512GB SSD,macOS,2212.61
Lenovo,Intel i7,4,1TB HDD,FreeDOS,1506.69
Samsung,AMD Ryzen 3,32,512GB SSD,macOS,1041.76
Asus,AMD Ryzen 3,4,256GB SSD,Windows,683.93
Dell,AMD Ryzen 5,4,2TB SSD,FreeDOS,1346.53
Microsoft,AMD Ryzen 3,16,256GB SSD,FreeDOS,1693.71
Samsung,Intel i9,32,256GB SSD,Windows,2084.32
MSI,Intel i5,8,512GB SSD,FreeDOS,2417.84
MSI,Intel i3,16,256GB SSD,Windows,1792.05
Razer,Intel i7,4,1TB SSD,FreeDOS,1444.75
MSI,AMD Ryzen 5,32,512GB SSD,macOS,3364.1
Apple,Intel i7,16,256GB SSD,macOS,3922.12
Acer,Intel i5,64,1TB HDD,Linux,3710.56
Samsung,Intel i3,16,1TB HDD,macOS,838.12
Razer,Intel i7,16,1TB SSD,macOS,1755.48
Asus,Intel i7,8,512GB SSD,Windows,2412.56
Dell,AMD Ryzen 3,16,1TB HDD,Linux,863.37
Asus,Intel i3,8,2TB SSD,Linux,1140.33
Dell,Intel i5,4,1TB HDD,Windows,674.48
HP,AMD Ryzen 7,4,2TB SSD,Windows,1322.72
MSI,Intel i3,8,2TB SSD,Linux,1925.23
MSI,AMD Ryzen 7,64,2TB SSD,Windows,2801.41
HP,AMD Ryzen 9,16,1TB HDD,Linux,1388.36
Acer,Intel i5,8,2TB SSD,Windows,1902.88
Samsung,AMD Ryzen 5,4,2TB SSD,Windows,990.06
Acer,AMD Ryzen 9,4,256GB SSD,Windows,2602.07
Microsoft,AMD Ryzen 7,16,1TB HDD,Windows,2300.02
Microsoft,AMD Ryzen 9,64,2TB SSD,Windows,3753.72
Apple,Intel i3,32,512GB SSD,FreeDOS,1773.19
Samsung,Intel i5,64,256GB SSD,Windows,2505.93
Apple,Intel i3,64,512GB SSD,FreeDOS,4036.12
Dell,Intel i9,16,1TB HDD,macOS,1420.11
Acer,Intel i9,8,1TB HDD,FreeDOS,2402.62
Asus,Intel i7,8,512GB SSD,macOS,879.91
Acer,AMD Ryzen 7,64,2TB SSD,Windows,3373.37
Apple,Intel i3,16,256GB SSD,Linux,2787.46
Samsung,AMD Ryzen 9,16,1TB SSD,macOS,2815.78
Asus,AMD Ryzen 7,8,512GB SSD,Windows,1508.25
Apple,AMD Ryzen 5,8,256GB SSD,FreeDOS,1531.99
Asus,AMD Ryzen 9,16,512GB SSD,Linux,1518.96
Microsoft,Intel i5,8,256GB SSD,Windows,882.35
Lenovo,AMD Ryzen 7,4,512GB SSD,macOS,1386.94
Asus,Intel i7,32,1TB SSD,Windows,1726.52
Acer,Intel i9,64,2TB SSD,FreeDOS,6676.96
Razer,AMD Ryzen 7,4,256GB SSD,FreeDOS,2798.77
